අගනේය	429
අගභාගයේ	277
අගමැති	15572
අගමැතිකම	478
අගමැතිකමින්	393
අගමැතිගෙන්	336
අගමැතිගේ	473
අගමැතිට	652
අගමැතිතුමා	748
අගමැතිනි	246
අගමැතිනිය	251
අගමැතිවරයා	3523
අගමැතිවරයාගේ	606
අගමැතිවරයාට	476
අගය	16204
අගයක	487
අගයකට	235
අගයක්	3489
අගයකි	220
අගයකින්	291
අගයට	489
අගයන	763
අගයන්	1399
අගයනු	196
අගයමින්	410
අගයමු	1180
අගයයන්	361
අගයෙන්	222
අගරදගුරු	982
අගලවත්ත	490
අගල්	939
අගවිනිසුරු	2425
අගවිනිසුරුවරයා	493
අගවිනිසුරුවරිය	390
අගවිනිසුරුවරියට	237
අගහරු	303
අගහරුවාදා	461
අග්ගමහා	233
අග්ගලා	226
අග්නි	635
අග්නිදිග	805
අග්බෝ	281
අගාධයට	264
අගින්	644
අගුණ	442
අගුරු	588
අගුල	205
අගුල්	236
අගුලු	529
අගුළු	335
අගෙයි	1663
අගේ	2422
අගේට	1049
අගොස්තු	551
අගෝ	736
අගෝස්තු	15377
අගෝස්තුවේ	312
අගෞරව	313
අගෞරවයක්	348
අඟ	503
අඟලක්	316
අඟල්	2117
අඟවන	198
අඟවමින්	211
අඟවයි	472
අඟවා	644
අඟහරු	2016
අඟහරුවාදා	4895
අඟුරු	2175
අඟුලාන	229
අචල	454
අච්චර	765
අච්චාරු	653
අච්චාරුවක්	203
අච්චු	1055
අචාර්ය	297
අජන්ත	640
අජන්තා	489
අජාන්	230
අජාසත්	270
අජිත්	10557
අජිත්ගේ	242
අජීවී	277
අඥාන	294
අට	6584
අටං	245
අටක	713
අටකට	812
අටක්	2853
අටකින්	362
අටට	677
අටපිරිකර	250
අටම්	505
අටම්පහුර	324
අටමා	462
අටයි	483
අටවක	693
අටවන	781
අටවා	693
අටවැනි	426
අටවිසි	262
අටවෙනි	244
අටසිය	343
අට්ටාලය	211
අටියෙන්	409
අටුවා	808
අටුවාව	316
අටෙන්	227
අටේ	1141
අඩ	3056
අඩංගු	9042
අඩංගුය	232
අඩංගුයි	204
අඩංගුව	242
අඩංගුවට	3789
අඩංගුවේ	358
අඩකට	360
අඩකටත්	208
අඩක්	1674
අඩන	393
අඩනවා	481
අඩන්තේට්ටම්	257
අඩන්න	670
අඩපණ	982
අඩපන	428
අඩවන්	330
අඩවි	12240
අඩවිය	17923
අඩවියක	939
අඩවියකට	489
අඩවියක්	3676
අඩවියකි	230
අඩවියකින්	237
අඩවියට	5066
අඩවියත්	290
අඩවියයි	246
අඩවියෙ	296
අඩවියෙන්	1941
අඩවියෙහි	332
අඩවියේ	7220
අඩවිවල	615
අඩවිවලට	307
අඩස්සියේ	204
අඩා	327
අඩාල	1407
අඩි	12073
අඩිඉඩමේ	258
අඩිතාලම	755
අඩිපාරේ	210
අඩිය	1630
අඩියකට	204
අඩියක්	1715
අඩියට	350
අඩියෙන්	210
අඩියේ	270
අඩු	55100
අඩුකර	1010
අඩුකරන	264
අඩුකිරීම	342
අඩුකිරීමට	252
අඩුගානෙ	431
අඩුගානේ	565
අඩුපාඩු	4675
අඩුපාඩුකම්	393
අඩුපාඩුව	513
අඩුපාඩුවක්	1153
අඩුම	10188
අඩුය	1034
අඩුයි	6792
අඩුව	2024
අඩුවක්	4263
අඩුවට	679
අඩුවන	622
අඩුවනු	199
අඩුවැඩි	251
අඩුවිය	276
අඩුවී	1050
අඩුවීම	1220
අඩුවීමක්	751
අඩුවීමට	262
අඩුවෙන	287
අඩුවෙනවා	428
අඩුවෙන්	3919
අඩුවෙන්න	223
අඩුවෙන්ම	286
අඩුවෙනි	309
අඩුවෙමින්	257
අඩුවෙයි	415
අඩුවෙලා	976
අඩුවේ	438
අඩේ	4380
අඩෝ	3010
අණ	4243
අණට	283
අණදෙන	1245
අණපනත්	234
අණසක	443
අණසකට	209
අණින්	249
අණු	822
අණුක	594
අඬ	1437
අඬන	985
අඬනව	218
අඬනවා	914
අඬන්න	1374
අඬන්නට	233
අඬන්නෙ	254
අඬන්නේ	438
අඬපු	211
අඬලා	356
අඬහැරය	501
අඬා	592
අඬු	452
අත	35729
අතඇරලා	281
අතක	647
අතකට	2434
අතක්	2777
අතකින්	3264
අතගා	427
අතගාල	233
අතගාලා	339
අතට	22783
අතටම	775
අතත්	303
අතන	892
අතපත	523
අතපත්තු	755
අතපය	1307
අතපසු	1237
අතපසුවීම්	204
අතම	217
අතමිට	373
අතර	353691
අතරට	6954
අතරත්	1336
අතරතුර	8680
අතරතුරදී	1293
අතරතුරයි	316
අතරතුරේ	536
අතරද	594
අතරදී	259
අතරම	4716
අතරමං	2497
අතරමංව	340
අතරමග	1397
අතරමගදී	497
අතරමඟ	503
අතරමන්	406
අතරමැද	502
අතරමැදි	747
අතරය	516
අතරයි	420
අතරවාරයේ	841
අතරින්	19297
අතරිනුත්	249
අතරෙ	4928
අතරෙත්	253
අතරෙදි	546
අතරෙන්	403
අතරෙම	444
අතරෙහි	381
අතරේ	14686
අතරේදී	288
අතරේම	381
අතල්	305
අතලොස්සක්	836
අතවර	2218
අතවරයක්	274
අතවරයට	580
අතහරින්න	350
අතහැර	5268
අතහැරලා	664
අතහැරීම	332
අතහිත	363
අතළොස්සක්	271
අත්	26741
අත්අඩංගුවට	63823
අත්අඩංගුවේ	1820
අත්කම්	302
අත්කර	1762
අත්කරගෙන	327
අත්ත	724
අත්තක	333
අත්තක්	708
අත්තට	208
අත්තටු	465
අත්තන	202
අත්තනගල්ල	626
අත්තනායක	2162
අත්තනෝමතික	1114
අත්තම්ම	367
අත්තම්මා	967
අත්තා	356
අත්තිකාරම්	756
අත්තිඩිය	243
අත්තිවාරම	389
අත්තිවාරම්	242
අත්තේ	663
අත්දකින	343
අත්දැක	296
අත්දැකිමක්	230
අත්දැකිම්	499
අත්දැකීම	3376
අත්දැකීමකට	242
අත්දැකීමක්	5069
අත්දැකීමකි	296
අත්දැකීමට	362
අත්දැකීම්	14330
අත්දැකීමෙන්	1271
අත්දැකීමෙන්ම	335
අත්දුටු	361
අත්දුටුවයි	292
අත්දෙක	500
අත්පත්	4664
අත්පත්කර	362
අත්පා	229
අත්පුඩි	369
අත්පොත	421
අත්පොත්	317
අත්පොලසන්	271
අත්පොළසන්	211
අත්බෝම්බ	393
අත්බෝම්බයක්	287
අත්භූත	416
අත්ල	417
අත්ලාන්තික්	443
අත්වන	552
අත්වල	404
අත්වැල	403
අත්වැලක්	675
අත්වැල්	1919
අත්වැසුම්	210
අත්විඳි	301
අත්විඳින	391
අත්විඳින්න	248
අත්විඳින්නට	200
අත්වූ	328
අත්වේවා	481
අත්සන	1230
අත්සන්	12375
අත්සනින්	765
අත්හදා	4427
අත්හදාබැලීම්	242
අත්හරින	241
අත්හරින්න	269
අත්හල	225
අත්හළ	239
අත්හැර	2431
අත්හැරලා	219
අත්හැරීම	360
අත්හැරීමට	248
අත්හිටවනු	233
අත්හිටවූ	397
අත්හිටුවන	1311
අත්හිටුවනු	470
අත්හිටුවයි	488
අත්හිටුවා	1370
අත්හිටුවීම	385
අත්හිටුවීමට	1305
අතාත්වික	266
අතාර්කික	313
අතාරින්න	482
අතාවුද	248
අතැඟිලි	460
අතැති	243
අතැතිව	694
අතැර	885
අතෑරල	393
අතෑරලා	871
අතෑරියා	223
අති	17484
අතිං	397
අතිඋතුම්	379
අතිකාල	637
අතිගරු	2465
අතිජාත	615
අතිතයේ	201
අතිනත	413
අතින්	29409
අතින්ද	262
අතින්ම	1378
අතිනි	510
අතිනුත්	554
අතිමහත්	880
අතිමූලික	201
අතිරික්ත	754
අතිරික්තය	364
අතිරික්තයක්	352
අතිරේක	7984
අතිරේකය	206
අතිරේකව	244
අතිවිශාල	1377
අතිවිශේෂ	475
අතිශය	7612
අතිශයින්	2992
අතිශයින්ම	2009
අතිශයෝක්තියක්	305
අතීත	6291
අතීතය	5291
අතීතයක	238
අතීතයක්	765
අතීතයට	2161
අතීතයෙ	236
අතීතයෙන්	667
අතීතයේ	7296
අතීතයේදී	922
අතීතෙ	227
අතීතෙට	400
අතීතේ	369
අතු	4432
අතුකෝරල	597
අතුකෝරළ	391
අතුකෝරාල	202
අතුගා	626
අතුගාන	202
අතුරලියේ	1131
අතුරා	631
අතුරින්	3655
අතුරු	8813
අතුරුගිරිය	788
අතුරුදන්	5960
අතුරුදන්ව	1561
අතුරුදන්වී	335
අතුරුදන්වීම	311
අතුරුදන්වූ	563
අතුරුදන්වූවන්	465
අතුරුදන්වූවන්ගේ	199
අතුරුදහන්	5404
අතුරුදහන්ව	249
අතුරුදහන්වූවන්	201
අතුරෙන්	1261
අතුල	2166
අතුලත්	224
අතුල්	404
අතුළු	232
අතෙකින්	277
අතෙන්	259
අතෙහි	450
අතේ	14814
අතොරක්	295
අද	274286
අදට	5032
අදටත්	8977
අදටද	275
අදත්	11932
අදද	812
අදනම්	728
අදනේ	281
අදම	2122
අදමයි	1090
අදයි	3018
අදරේ	227
අදවත්	360
අදවන	336
අදහන	2145
අදහන්න	521
අදහන්නේ	367
අදහස	18471
අදහසකට	304
අදහසක්	13506
අදහසකි	568
අදහසකින්	349
අදහසකුත්	224
අදහසට	2393
අදහසත්	643
අදහසයි	2321
අදහස්	79751
අදහස්ද	197
අදහස්වලට	539
අදහස්වලින්	218
අදහසින්	1306
අදහසුත්	367
අදහසේ	290
අදහා	658
අදහාගත	373
අද්දර	1829
අද්දරට	276
අද්දැකීමක්	201
අද්දැකීම්	493
අද්භූත	1362
අද්මිරාල්	2193
අද්විතීය	739
අදායම	291
අදායමක්	226
අදායම්	432
අදාල	25228
අදාලයි	620
අදාලව	2824
අදාළ	56987
අදාළයි	203
අදාළව	8158
අදාළවයි	409
අදි	262
අදික	299
අදිකරණය	255
අදිකාරම්	382
අදිටන්	592
අදිටනින්	204
අදින	2482
අදිනව	201
අදිනවා	865
අදින්	1981
අදින්න	1958
අදින්නට	224
අදින්නෙ	250
අදින්නේ	582
අදිමදි	264
අදිමින්	407
අදියර	5095
අදියරක්	404
අදියරට	367
අදියරේ	1257
අදියරේදී	505
අදිසි	609
අදී	258
අදීන	317
අදුන	425
අදුනන	241
අදුර	782
අදුරගන්න	254
අදුරන	363
අදුරු	1274
අදුරේ	311
අදූරදර්ශී	257
අදේශපාලනික	214
අධම	413
අධ්යක්ෂ	202
අධාර	291
අධි	5395
අධික	25059
අධිකය	310
අධිකයි	658
අධිකරණ	13167
අධිකරණය	14598
අධිකරණයකට	199
අධිකරණයක්	925
අධිකරණයට	14491
අධිකරණයෙන්	2410
අධිකරණයේ	4069
අධිකරණයේදී	937
අධිකරන	539
අධිකරනය	412
අධිකව	430
අධිකාරය	476
අධිකාරි	3359
අධිකාරිය	7463
අධිකාරියක්	383
අධිකාරියට	1369
අධිකාරියෙන්	360
අධිකාරියේ	4562
අධිකාරිවරයා	369
අධිකාරී	5177
අධිකාරීවරයා	443
අධිකාරීවරුන්	277
අධිචෝදනා	592
අධිනීතිඥ	397
අධිපති	5028
අධිපතිවරයා	875
අධිපතිවාදී	384
අධිබලැති	226
අධිරාජයා	620
අධිවේගයේ	312
අධිවේගි	491
අධිවේගී	5986
අධිෂ්ඨාන	1014
අධිෂ්ඨානය	705
අධිෂ්ඨානයක්	215
අධිෂ්ඨානයෙන්	244
අධීක්ෂණ	1026
අධීක්ෂණය	2361
අධීක්ෂණයට	227
අධීක්ෂනය	233
අධෛර්යමත්	283
අධෝ	323
අධෝරක්ත	351
අන	736
අනං	766
අනංමනං	234
අනගාරික	1447
අනගි	1033
අනතුර	9256
අනතුරක	477
අනතුරකට	1267
අනතුරක්	3798
අනතුරකින්	4415
අනතුරට	5452
අනතුරැව	201
අනතුරින්	3191
අනතුරු	13030
අනතුරුදායක	1326
අනතුරුව	31497
අනතුරුවය	561
අනතුරුවයි	4159
අනතුරුවලට	295
අනතුරුවලින්	545
අනතුරෙන්	2281
අනතුරේ	1313
අනන	201
අනන්	336
අනන්ත	1921
අනන්තය	890
අනන්තයට	203
අනන්තයි	926
අනන්තවත්	1102
අනපේක්ෂිත	945
අනම්	423
අනර්ග	212
අනර්ඝ	718
අනර්ඝයි	289
අනවබෝධය	237
අනවරත	409
අනවසර	1944
අනවසරයෙන්	1546
අන්	14005
අන්කල්	2307
අන්කල්ට	310
අන්ත	4622
අන්තගාමී	248
අන්තය	846
අන්තයක්	345
අන්තයට	292
අන්තයේ	1574
අන්තයේදී	204
අන්තරය	339
අන්තර්	10117
අන්තර්ගත	3849
අන්තර්ගතය	2588
අන්තර්ගතයට	199
අන්තර්ගතයන්	418
අන්තර්ගතව	284
අන්තර්ජාතික	5383
අන්තර්ජාතිකව	215
අන්තර්ජාල	7598
අන්තර්ජාලය	7067
අන්තර්ජාලයට	2322
අන්තර්ජාලයෙන්	1880
අන්තර්ජාලයේ	3771
අන්තර්ජාලේ	243
අන්තරා	266
අන්තරාය	449
අන්තරායකර	299
අන්තරේ	737
අන්තවාදය	1384
අන්තවාදයක්	261
අන්තවාදයට	427
අන්තවාදී	3341
අන්තවාදීන්	1126
අන්තවාදීන්ගේ	269
අන්තවාදීන්ට	273
අන්තිම	13307
අන්තිමට	16089
අන්තිමටම	611
අන්තිමයා	242
අන්තිමයි	463
අන්තිමේ	2721
අන්තිමේට	328
අන්තිමේදි	1402
අන්තිමේදී	1982
අන්තීමට	356
අන්තෝනි	589
අන්ද	492
අන්දන	358
අන්දන්න	493
අන්දම	2794
අන්දමට	2910
අන්දමන්ද	245
අන්දමින්	3947
අන්දමේ	1313
අන්දර	220
අන්දරය	357
අන්දරේ	898
අන්දලා	477
අන්දවා	403
අන්ධ	2596
අන්ධකාර	325
අන්ධකාරය	443
අන්ධකාරයේ	201
අන්න	17477
අන්නා	209
අන්නාසි	900
අන්ලොක්	367
අන්වර්	907
අන්වර්ථ	725
අන්සතු	521
අනා	628
අනාගත	8504
අනාගතය	7533
අනාගතයකට	279
අනාගතයක්	2801
අනාගතයට	1483
අනාගතයේ	3384
අනාගතයේදී	1697
අනාගතේ	1561
අනාගමික	287
අනාගාමී	320
අනාගෙන	240
අනාචාරයේ	223
අනාත	506
අනාත්ම	562
අනාථ	1936
අනාථයන්	309
අනාදිමත්	525
අනාරක්ෂිත	1475
අනාවරණ	6762
අනාවරණය	12055
අනාවරණයක්	208
අනාවරනය	529
අනාවැකි	4104
අනාවැකිය	744
අනාවැකියක්	514
අනාවැකියට	464
අනික	17564
අනිකක්	225
අනික්	12773
අනික්වා	209
අනිකා	611
අනිකුත්	2375
අනිටු	203
අනිත්	38644
අනිද්ද	240
අනිද්දට	391
අනිද්දා	3037
අනින	289
අනිනවා	266
අනින්න	329
අනියත	605
අනියම්	3079
අනියමින්	247
අනිල්	1927
අනිව	308
අනිවා	5828
අනිවාර්ය	4168
අනිවාර්යය	615
අනිවාර්යයි	576
අනිවාර්යයෙන්	2547
අනිවාර්යයෙන්ම	4115
අනිවාර්යෙන්	1989
අනිවාර්යෙන්ම	3009
අනිසි	1181
අනී	279
අනීතික	352
අනු	2819
අනුකම්පා	1882
අනුකම්පාව	918
අනුකම්පාවක්	706
අනුකම්පාවෙන්	568
අනුකමිටුව	259
අනුකරණය	1168
අනුකාරක	613
අනුකුලව	214
අනුකූල	1616
අනුකූලව	2236
අනුගත	1611
අනුගතව	270
අනුගමනය	10872
අනුගාමික	207
අනුගාමිකයන්	738
අනුගාමිකයින්	292
අනුත්තරා	392
අනුදැන	254
අනුදැනුම	526
අනුන්	2788
අනුන්ගෙ	1164
අනුන්ගෙන්	329
අනුන්ගේ	4088
අනුන්ට	3271
අනුනායක	884
අනුපමේය	219
අනුපාත	1458
අනුපාතය	2402
අනුපාතයක්	303
අනුපාතයට	325
අනුපාතික	477
අනුපාතිකය	707
අනුපිළිවෙල	238
අනුබද්ධ	1233
අනුබද්ධව	196
අනුබද්ධිත	391
අනුබල	1863
අනුභව	2460
අනුභවය	652
අනුමත	11244
අනුමතිය	308
අනුමාන	2866
අනුමානය	295
අනුමැතිය	8667
අනුමැතියක්	348
අනුමැතියකින්	431
අනුමැතියට	337
අනුමැතියෙන්	241
අනුමෝදන්	938
අනුයුක්ත	1539
අනුයුක්තව	935
අනුර	9002
අනුරපුර	437
අනුරාධ	1396
අනුරාධපුර	13395
අනුරාධපුරය	1984
අනුරාධපුරයට	668
අනුරාධපුරයෙන්	245
අනුරාධපුරයේ	1344
අනුරාධපුරයේදී	208
අනුරාධපුරරු	259
අනුරාධපුරේ	906
අනුරාධා	329
අනුරුද්ධ	1217
අනුරුවක්	305
අනුරූප	598
අනුරූපව	280
අනුලා	806
අනුව	130519
අනුවණ	298
අනුවත්	490
අනුවද	412
අනුවනම්	239
අනුවම	389
අනුවය	1403
අනුවයි	4315
අනුවර්තන	231
අනුවර්තනය	500
අනුවාදය	929
අනුවේදනීය	423
අනුශාසක	269
අනුශාසනා	1162
අනුෂ්ක	272
අනුෂ්කා	234
අනුෂා	239
අනුසස්	363
අනුස්මරණ	1532
අනුස්මරණය	532
අනුසාරයෙන්	640
අනුහස	217
අනුහස්	549
අනුහසින්	222
අනූ	1682
අනූන	518
අනූව	2112
අනූවක්	281
අනූෂ	213
අනූෂා	398
අනෙ	1324
අනෙක	3690
අනෙකක්	468
අනෙක්	31849
අනෙකා	1762
අනෙකාගේ	683
අනෙකාට	567
අනෙකුත්	20705
අනෙකුන්	237
අනෙත්	906
අනේ	53138
අනේක	1283
අනේකවිධ	239
අනේද	503
අනේපිඬු	357
අනෝමා	1287
අනෝරා	273
අඳ	800
අඳහස්	324
අඳින	2970
අඳිනවා	506
අඳින්න	2199
අඳින්නට	277
අඳින්නෙ	370
අඳින්නේ	713
අඳුන	852
අඳුනගන්න	446
අඳුනන	659
අඳුන්	205
අඳුනා	332
අඳුර	2948
අඳුරගන්න	405
අඳුරට	702
අඳුරන	474
අඳුරු	5677
අඳුරෙන්	283
අඳුරේ	1353
අප	136654
අපක්ෂපාතී	488
අපකීර්තිමත්	331
අපකීර්තියට	689
අපගමනය	420
අපගෙ	299
අපගෙන්	468
අපගේ	27078
අපචාර	1318
අපට	75099
අපටත්	2017
අපටද	486
අපටම	507
අපටයි	475
අපත	213
අපත්	1018
අපතේ	1469
අපද	572
අපදාන	221
අපනයන	4238
අපනයනය	2085
අපම	207
අපමණ	1388
අපමණය	308
අපමණයි	221
අපයෝජන	502
අපයෝජනය	858
අපයෝජනයට	926
අපර	557
අපරදිග	412
අපරභාග	209
අපරභාගයේදී	481
අපරාජිත	231
අපරාද	852
අපරාදයක්	510
අපරාදෙ	2089
අපරාදේ	3626
අපරාධ	28709
අපරාධකරුවන්	1400
අපරාධකරුවන්ට	319
අපරාධකරුවෙකු	226
අපරාධය	1409
අපරාධයක්	2016
අපරාධයකි	283
අපරාධයට	379
අපරාධවල	208
අපරාධවලට	666
අපරිමිත	613
අපල	1545
අපලය	231
අපලයි	199
අපව	3373
අපවත්	1630
අපවත්වී	308
අපවත්වීම	218
අපවාද	206
අපවෙත	331
අපහට	543
අපහරණය	1439
අපහස	424
අපහසු	6921
අපහසුතා	1323
අපහසුතාව	313
අපහසුතාවකට	216
අපහසුතාවක්	265
අපහසුතාවට	965
අපහසුතාවය	404
අපහසුතාවයකට	376
අපහසුතාවයක්	348
අපහසුතාවයට	1522
අපහසුය	975
අපහසුයි	1057
අපහසුව	470
අපහසුවක්	746
අපහසුවකින්	337
අපහසුවට	275
අපහසුවෙන්	751
අපහාස	6988
අපහාසය	302
අපහාසයක්	1290
අපහාසයට	372
අපහාසාත්මක	465
අපහැදිලි	205
අපහු	689
අප්	1222
අප්ඩේට්	1816
අප්ප	661
අප්පච්චි	3162
අප්පච්චිගෙ	308
අප්පච්චිගේ	322
අප්පච්චිට	564
අප්පච්චිත්	212
අප්පච්චියි	248
අප්පච්චී	1219
අප්පට	1133
අප්පටසිරි	217
අප්පා	7077
අප්පිරියයි	290
අප්පු	744
අප්පුහාමි	783
අප්පේ	1795
අප්පෝ	331
අප්ලෝඩ්	971
අප්සට්	1152
අප්සැට්	222
අප්සෙට්	1119
අපා	417
අපාගත	207
අපාය	869
අපායක්	384
අපායට	784
අපායෙ	234
අපායෙන්	420
අපායේ	914
අපැහැදිලි	767
අපි	287462
අපිට	79279
අපිටත්	6014
අපිටනම්	380
අපිටම	1089
අපිත්	15587
අපිද	497
අපිනං	266
අපිනම්	689
අපිම	1462
අපිමයි	249
අපියි	507
අපිරිසිදු	1094
අපිව	9132
අපිවත්	754
අපී	305
අපු	585
අපුරු	1818
අපුරුම	284
අපුරුයි	482
අපුරුවට	398
අපුල	286
අපූර්ව	1518
අපූර්වතම	220
අපූර්වත්වය	385
අපූරු	11807
අපූරුම	220
අපූරුය	266
අපූරුයි	2214
අපූරුව	806
අපූරුවට	2364
අපෙ	7981
අපෙත්	760
අපෙන්	4998
අපෙනුත්	315
අපේ	233969
අපේකම	278
අපේක්ෂක	4431
අපේක්ෂකත්වය	563
අපේක්ෂකයකු	346
අපේක්ෂකයන්	1466
අපේක්ෂකයන්ගේ	238
අපේක්ෂකයන්ට	307
අපේක්ෂකයා	3291
අපේක්ෂකයාගේ	270
අපේක්ෂකයාට	352
අපේක්ෂකයින්	1441
අපේක්ෂකයින්ගේ	261
අපේක්ෂකයින්ට	217
අපේක්ෂකයෙක්	519
අපේක්ෂකයෙකු	719
අපේක්ෂකයෝ	198
අපේක්ෂා	11290
අපේක්ෂාව	1405
අපේක්ෂාවක්	275
අපේක්ෂාවන්	648
අපේක්ෂාවයි	298
අපේක්ෂාවෙන්	1609
අපේක්ෂිත	1795
අපේක්ෂිතය	204
අපේක්ෂිතයි	199
අපේම	3718
අපොයි	3890
අපොස	878
අපොහොසත්	1709
අපෝ	3449
අබ	1387
අබමල්	373
අබරණ	227
අබලන්	797
අබ්දුල්	1361
අබ්දුල්ලා	439
අබ්බාස්	215
අබා	609
අබාධිත	370
අබිං	298
අබිබවා	252
අබියස	930
අබිරහස	231
අබිරහස්	541
අබු	419
අබුඩාබි	396
අබේ	646
අබේකෝන්	674
අබේගුණවර්ධන	878
අබේනායක	225
අබේරත්න	848
අබේවර්ධන	2368
අබේසිංහ	1189
අබේසුන්දර	324
අබේසේකර	1482
අබෞද්ධ	229
අභය	1881
අභයගිරි	434
අභයගිරිය	269
අභයතිස්ස	199
අභාවය	843
අභාවයට	959
අභාවයෙන්	531
අභිජනන	232
අභිජනනය	252
අභිත	207
අභිධර්ම	1058
අභිධර්මය	475
අභිනව	860
අභිනවයෙන්	465
අභිබවා	1581
අභිභවා	203
අභිමත	348
අභිමතය	702
අභිමතාර්ථ	263
අභිමානය	1470
අභිමානයක්	400
අභිමානයෙන්	478
අභිමානවත්	1248
අභිමුඛ	310
අභිමුව	373
අභියස	1452
අභියසදී	278
අභියා	202
අභියාචනය	321
අභියාචනයක්	404
අභියාචනා	1054
අභියාචනාධිකරණ	742
අභියාචනාධිකරණය	1455
අභියාචනාධිකරණයට	329
අභියාචනාධිකරණයේ	383
අභියෝග	6601
අභියෝගය	3069
අභියෝගයකට	349
අභියෝගයක්	3271
අභියෝගයකි	308
අභියෝගයට	2085
අභියෝගයන්	295
අභියෝගයන්ට	270
අභියෝගවලට	325
අභියෝගාත්මක	616
අභිරහස	410
අභිරහසක්	321
අභිරහස්	1766
අභිලාශය	247
අභිලාෂ	225
අභිලාෂය	468
අභිලාෂයන්	738
අභිවෘද්ධිය	764
අභිෂේක	473
අභීත	2607
අභීතව	258
අභූත	575
අම	356
අමතක	35946
අමතකද	400
අමතකම	275
අමතකය	226
අමතකයි	647
අමතකව	842
අමතන	956
අමතන්න	3001
අමතන්නේ	468
අමතනු	260
අමතමින්	3895
අමතමිනි	691
අමතයි	624
අමතර	11465
අමතරව	25612
අමතා	2726
අමන	1292
අමන්	230
අමන්දා	228
අමන්දානන්දයට	393
අමනාප	1200
අමනාපයක්	522
අමර	483
අමරකීර්ති	519
අමරණීය	909
අමරතුංග	2952
අමරදේව	2281
අමරදේවයන්	864
අමරදේවයන්ගේ	547
අමරපුර	810
අමරවීර	2565
අමරසිංහ	1753
අමරසිරි	982
අමරසේකර	1604
අමරසේන	201
අමරා	253
අමරිකානු	226
අමරේ	427
අමල්	1251
අම්පාර	5252
අම්පාරේ	546
අම්පිටියේ	234
අම්බ	252
අම්බලංගොඩ	204
අම්බලන්ගොඩ	2357
අම්බලන්ගොඩයා	203
අම්බලන්තොට	1010
අම්බලම	465
අම්බානක	866
අම්බානකට	353
අම්බානට	320
අම්බෝ	262
අම්ම	10412
අම්මගෙ	2452
අම්මගෙන්	1164
අම්මගෙයි	315
අම්මගේ	3049
අම්මට	8360
අම්මටත්	521
අම්මටයි	625
අම්මණ්ඩි	213
අම්මත්	2177
අම්මපා	2429
අම්මයි	3993
අම්මල	1784
අම්මලගෙ	270
අම්මලට	517
අම්මලත්	250
අම්මලා	4019
අම්මලාගේ	588
අම්මලාට	642
අම්මව	1339
අම්මවත්	202
අම්මා	31723
අම්මාගෙ	260
අම්මාගෙන්	587
අම්මාගේ	2617
අම්මාට	2231
අම්මාත්	592
අම්මාන්	779
අම්මාපල්ල	256
අම්මාය	220
